Temp (F),RH (%),Dewpt (F),Wind Spd (mph),Wind Direction (deg),Peak Wind Gust(mph),Low Cloud Ht (ft),Med Cloud Ht (ft),High Cloud Ht (ft),Visibility (mi),Atm Press (hPa),Sea Lev Press (hPa),Altimeter (hPa),Precip (in),Wind Chill (F),Heat Index (F),Lake_Visible,LES_Cloud_Exist
19,73,12,5,350,m,2800,4700,m,2,1012.2,M,1035.6,0.01,12,NC,N,N
19,73,12,11,360,m,2200,3000,4600,2,1012.5,M,1035.9,m,7,NC,N,N
21,62,10,11,310,20,2900,3900,m,5,1012.2,1036.7,1035.6,0,9,NC,N,N
21,59,9,14,320,21,3200,4600,m,9,1011.8,1036.3,1035.2,0,8,NC,N,N
20,73,13,7,10,m,2500,3900,m,6,1012.2,1036.7,1035.6,0,11,NC,N,N
20,70,12,6,10,m,3800,m,m,10,1012.5,1036.9,1035.9,0,12,NC,Y,N
20,73,13,5,20,m,3600,m,m,10,1012.5,1037,1035.9,0,13,NC,Y,N
21,67,12,6,20,m,2500,3400,m,6,1012.8,1037.4,1036.2,0,13,NC,Y,N
21,67,12,0,0,m,3400,m,m,9,1013.5,1037.9,1036.9,0,NC,NC,Y,Y
22,65,12,0,0,m,3000,3500,m,9,1013.2,1037.8,1036.6,0,NC,NC,Y,Y
24,51,9,9,280,m,3800,m,m,9,1012.5,1037.2,1035.9,0,14,NC,Y,Y
24,56,11,11,280,m,3400,m,m,9,1011.8,1036.4,1035.2,0,13,NC,Y,Y
24,54,10,10,270,m,3300,4000,m,10,1011.2,1035.6,1034.5,0,14,NC,Y,Y
24,56,11,9,270,m,3000,3500,22000,10,1010.5,1035.1,1033.9,0,14,NC,Y,Y
25,50,9,8,230,m,3200,15000,22000,10,1010.2,1034.4,1033.5,0,16,NC,N,N
23,57,10,7,220,m,3500,15000,25000,10,1009.2,1033.6,1032.5,0,15,NC,N,N
24,54,10,9,210,m,3500,14000,20000,10,1008.2,1032.5,1031.5,0,14,NC,N,N
26,54,12,14,220,22,3500,14000,m,10,1007.5,1031.9,1030.8,0,14,NC,N,N
27,54,13,17,220,24,3700,14000,m,10,1006.5,1030.7,1029.8,0,14,NC,N,N
29,48,12,17,220,28,3800,m,m,10,1005.2,1029.5,1028.4,0,17,NC,N,N
30,53,15,17,230,29,3500,m,m,10,1004.2,1028.4,1027.4,0,18,NC,N,N
30,50,14,24,230,31,3500,m,m,10,1003.5,1027.7,1026.8,0,16,NC,N,N
30,53,15,22,230,31,M,m,m,10,1003.2,1027.4,1026.4,0,17,NC,N,N
31,53,16,24,220,34,M,m,m,10,1002.9,1026.8,1026.1,0,18,NC,N,N
31,51,15,23,220,31,M,m,m,10,1002.2,1026.3,1025.4,0,18,NC,N,N
31,49,14,28,220,32,M,m,m,10,1001.9,1025.9,1025.1,0,17,NC,N,N
31,46,13,20,220,31,M,m,m,10,1000.9,1024.7,1024,0,19,NC,N,N
32,43,12,24,220,36,M,m,m,10,999.5,1023.6,1022.7,0,19,NC,N,N
32,41,11,23,210,M,14000,m,m,10,998.2,1022.3,1021.3,0,19,NC,N,N
33,48,16,21,220,39,12000,15000,m,10,997.5,1021.4,1020.7,0,21,NC,Y,N
33,48,16,28,220,M,9500,m,m,10,996.9,1020.7,1020,0,19,NC,Y,N
34,55,19,22,230,34,2900,m,m,4,996.9,M,1020,0,22,NC,Y,N
30,86,27,21,230,34,900,m,m,0,996.9,M,1020,0,17,NC,Y,N
34,64,23,22,230,34,1200,2100,5500,7,996.2,M,1019.3,m,22,NC,Y,N
30,80,25,23,230,37,1000,1800,m,1,995.2,M,1018.3,m,17,NC,Y,N
32,80,27,24,220,36,1000,1600,m,1,993.5,M,1016.6,0.02,19,NC,Y,N
32,86,28,22,220,38,800,1300,m,1,993.5,M,1016.6,0.01,19,NC,Y,N
34,80,28,24,230,33,800,1300,2100,2,992.9,M,1015.9,m,22,NC,Y,N
33,77,27,16,230,32,1400,m,m,2,992.9,1016.7,1015.9,0.01,23,NC,Y,N
33,77,27,17,240,M,1400,m,m,10,993.2,1017.1,1016.3,0,22,NC,Y,N
34,75,27,16,250,M,1400,m,m,10,993.5,1017.2,1016.6,0,24,NC,N,N
35,75,28,17,250,24,1400,m,m,10,993.9,1017.5,1016.9,0,25,NC,N,N
35,75,28,10,260,m,1600,2100,m,10,994.2,1017.8,1017.3,0,27,NC,N,N
35,75,28,16,260,22,1600,m,m,10,994.2,1017.7,1017.3,0,25,NC,N,N
35,75,28,13,260,23,1600,m,m,10,993.9,1017.7,1016.9,0,26,NC,N,N
35,72,27,8,260,m,1800,m,m,10,993.9,1017.5,1016.9,0,28,NC,N,N
36,69,27,10,250,m,2000,m,m,10,993.9,1017.6,1016.9,0,29,NC,N,N
36,72,28,11,250,m,2000,5500,m,10,993.5,1017.1,1016.6,0,28,NC,N,N
37,72,29,14,240,20,1800,2400,5000,10,992.9,1016.5,1015.9,0,28,NC,N,N
37,72,29,9,250,m,1800,2400,5000,10,992.9,1016.5,1015.9,0,30,NC,N,N
37,72,29,9,250,m,2000,2600,5000,10,993.2,1016.7,1016.3,0,30,NC,N,N
38,69,29,8,250,m,2100,5000,m,10,993.2,1016.7,1016.3,0,32,NC,N,N
39,48,21,9,280,m,4800,m,m,10,992.9,1016.3,1015.9,0,33,NC,N,N
39,49,22,9,270,m,4600,m,m,10,992.5,1016.1,1015.6,0,33,NC,N,N
38,52,22,7,250,m,4400,m,m,10,992.5,1016.1,1015.6,0,33,NC,Y,N
38,52,22,7,260,m,4800,m,m,10,992.5,1016.2,1015.6,0,33,NC,Y,N
38,59,25,9,280,17,3400,4100,m,9,992.2,1015.8,1015.2,0,32,NC,Y,N
38,57,24,11,270,m,4400,m,m,10,992.2,1015.9,1015.2,0,31,NC,Y,N
37,66,27,9,300,m,3300,4800,6000,9,991.6,1015.2,1014.6,0,30,NC,Y,N
34,69,25,10,300,m,2400,m,m,9,992.5,1016.2,1015.6,0,26,NC,Y,N
33,63,22,14,320,24,2600,m,m,10,991.9,1015.6,1014.9,0,23,NC,Y,N
32,58,19,15,330,m,3700,m,m,10,992.2,1015.9,1015.2,0,22,NC,Y,N
31,60,19,16,330,24,3600,4300,m,2,992.2,1016,1015.2,0,20,NC,Y,N
29,74,22,11,340,m,3500,4800,6500,9,993.2,1016.8,1016.3,0,19,NC,Y,N
30,60,18,15,340,25,6000,m,m,10,993.2,1017,1016.3,0,19,NC,N,N
29,50,13,13,340,M,5500,m,m,10,993.5,1017.2,1016.6,0,19,NC,N,N
29,50,13,13,360,m,5500,m,m,10,993.9,1017.7,1016.9,0,19,NC,N,N
29,53,14,9,350,m,5500,m,m,10,994.2,1017.8,1017.3,0,21,NC,N,N
27,71,19,13,330,22,2200,3900,7000,4,994.2,1017.9,1017.3,0,16,NC,N,N
27,73,19,13,360,m,2100,3900,m,10,994.9,M,1017.9,m,16,NC,N,N
25,62,14,18,350,m,5500,7000,m,10,995.2,1019.1,1018.3,0,11,NC,N,N
24,61,13,14,350,20,6000,m,m,10,994.9,1018.9,1017.9,0,12,NC,N,N
23,62,12,10,360,m,4300,m,m,10,995.2,1019.1,1018.3,0,13,NC,N,N
23,64,13,10,360,m,4300,m,m,9,995.2,1018.9,1018.3,0,13,NC,N,N
23,67,14,9,360,m,3100,4300,m,10,994.9,1018.7,1017.9,0,13,NC,N,N
23,74,16,8,340,m,3100,4900,m,9,994.9,1018.8,1017.9,0,14,NC,N,N
23,71,15,6,360,m,4900,m,m,10,995.2,1019,1018.3,0,16,NC,N,N
24,68,15,8,340,m,5500,m,m,10,995.2,1019.2,1018.3,0,15,NC,N,N
23,71,15,8,340,m,3500,5500,20000,10,995.5,1019.6,1018.6,0,14,NC,Y,N
24,80,19,8,350,m,2500,m,m,4,995.9,1019.8,1019,0,15,NC,Y,N
26,68,17,10,350,21,3500,5500,14000,10,996.2,1020.1,1019.3,0,16,NC,Y,N
28,55,14,14,350,m,3500,6500,18000,10,996.2,1020.2,1019.3,0,17,NC,Y,N
29,50,13,11,360,m,3900,6000,m,10,995.9,1019.8,1019,0,19,NC,Y,N
28,55,14,16,330,25,3900,4700,5500,10,995.5,1019.5,1018.6,0,16,NC,Y,N
28,57,15,15,340,28,6000,m,m,10,995.5,1019.5,1018.6,0,16,NC,Y,N
28,60,16,15,340,m,4300,5500,m,10,995.9,1019.8,1019,0,16,NC,Y,N
27,60,15,13,350,m,4200,5500,m,10,996.2,1020.3,1019.3,0,16,NC,Y,N
25,65,15,10,340,m,4300,5500,m,10,996.9,1021.1,1020,0,15,NC,Y,N
24,68,15,7,340,m,4500,6000,14000,10,997.9,1022.1,1021,0,16,NC,N,N
25,62,14,6,360,m,6000,m,m,10,998.5,1022.7,1021.7,0,18,NC,N,N
25,62,14,6,350,m,4700,5500,6500,10,998.9,1023.1,1022,0,18,NC,N,N
25,62,14,3,360,m,5500,6500,m,10,998.9,1023,1022,0,NC,NC,N,N
25,65,15,0,0,m,5500,m,m,10,999.2,1023.2,1022.4,0,NC,NC,N,N
25,65,15,0,0,m,3700,5000,6000,10,999.2,1023.4,1022.4,0,NC,NC,N,N
24,70,16,0,0,m,5000,m,m,10,999.9,1023.8,1023,0,NC,NC,N,N
25,73,18,0,0,m,2400,m,m,2,999.5,M,1022.7,0,NC,NC,N,N
25,73,18,0,0,m,1800,m,m,1,999.9,M,1023,0,NC,NC,N,N
23,84,19,3,120,m,1600,m,m,1,999.9,1024.1,1023,0.01,NC,NC,N,N
23,87,20,7,130,m,1500,m,m,1,999.9,1023.9,1023,0.02,15,NC,N,N
23,85,19,7,120,m,1000,m,m,1,999.9,M,1023,m,15,NC,N,N
24,83,20,7,120,m,1000,m,m,1,999.9,1023.9,1023,0.04,16,NC,N,N
23,85,19,7,130,m,1200,1800,5500,2,999.9,M,1023,0.04,15,NC,N,N
23,84,19,7,130,m,2300,4400,8000,9,999.9,1024.1,1023,0.01,15,NC,Y,N
23,84,19,8,130,m,3900,4500,8000,10,1000.2,1024.2,1023.4,0,14,NC,Y,N
24,83,20,8,130,m,3600,m,m,10,1000.2,1024.2,1023.4,0,15,NC,Y,N
26,77,20,10,130,m,3000,3700,4400,9,999.9,1023.9,1023,0,16,NC,Y,N
26,77,20,9,130,m,3000,4100,m,8,999.2,1023.4,1022.4,0,17,NC,Y,N
26,77,20,11,130,m,3400,4300,m,9,999.2,1023.2,1022.4,0,16,NC,Y,N
26,74,19,10,130,m,3200,4300,5000,9,998.9,1023.1,1022,0,16,NC,Y,N
25,80,20,8,120,m,2300,2800,m,2,999.5,1023.8,1022.7,0,16,NC,Y,N
25,84,21,7,140,m,1300,2500,m,1,1000.5,1024.7,1023.7,0.01,17,NC,Y,N
25,87,22,5,110,m,1400,1900,3000,1,1001.5,1025.7,1024.7,0.01,19,NC,Y,N
25,87,22,3,100,m,2700,3600,5000,3,1002.5,1026.7,1025.7,0,NC,NC,N,N
25,87,22,0,0,m,1600,2300,3200,2,1003.5,1027.8,1026.8,0.01,NC,NC,N,N
25,87,22,0,0,m,2300,3100,m,5,1004.5,1028.6,1027.8,0.01,NC,NC,N,N
25,87,22,0,0,m,2600,3300,m,6,1005.2,1029.3,1028.4,0,NC,NC,N,N
26,84,22,3,70,m,3100,m,m,4,1005.8,1030,1029.1,0,NC,NC,N,N
26,84,22,0,0,m,3700,m,m,5,1006.2,1030.6,1029.5,0,NC,NC,N,N
24,87,21,0,0,m,3900,m,m,7,1007.2,1031.4,1030.5,0,NC,NC,N,N
27,81,22,0,0,m,4000,4700,m,2,1007.5,1031.8,1030.8,0,NC,NC,N,N
25,84,21,0,0,m,3800,m,m,7,1007.8,1032.1,1031.2,0,NC,NC,N,N
25,84,21,0,0,m,4000,m,m,8,1008.8,1033.1,1032.2,0,NC,NC,N,N
25,84,21,0,0,m,4000,m,m,8,1009.2,1033.7,1032.5,0,NC,NC,N,N
25,84,21,0,0,m,4000,m,m,7,1009.5,1034,1032.8,0,NC,NC,N,N
25,84,21,0,0,m,3600,m,m,9,1010.2,1034.6,1033.5,0,NC,NC,N,N
25,80,20,0,0,m,3200,m,m,10,1011.5,1035.8,1034.9,0,NC,NC,N,N
23,84,19,5,130,m,3400,m,m,10,1012.2,1036.5,1035.6,0,17,NC,Y,N
24,83,20,5,100,m,3400,m,m,7,1012.8,1037.3,1036.2,0,18,NC,Y,N
24,83,20,5,110,m,3600,m,m,7,1013.5,1038,1036.9,0,18,NC,Y,N
26,80,21,6,120,m,3400,m,m,7,1013.8,1038.2,1037.3,0,19,NC,Y,N
28,77,22,6,120,m,3400,m,m,9,1013.5,1037.8,1036.9,0,21,NC,Y,N
29,74,22,7,130,m,3600,m,m,10,1012.8,1037.2,1036.2,0,22,NC,Y,N
30,68,21,9,120,m,3200,m,m,10,1012.2,1036.3,1035.6,0,22,NC,Y,N
30,68,21,6,100,m,3000,m,m,10,1011.8,1036.1,1035.2,0,24,NC,Y,N
30,68,21,9,110,m,3200,m,m,10,1011.8,1036.1,1035.2,0,22,NC,Y,N
30,68,21,7,100,m,3000,m,m,10,1011.8,1036,1035.2,0,23,NC,Y,N
29,74,22,8,110,m,3200,m,m,10,1011.2,1035.4,1034.5,0,21,NC,N,N
28,71,20,10,130,m,3200,m,m,10,1010.8,1035.1,1034.2,0,19,NC,N,N
26,74,19,9,120,m,12000,m,m,10,1010.2,1034.6,1033.5,0,17,NC,N,N
24,77,18,7,120,m,M,m,m,10,1009.8,1034.1,1033.2,0,16,NC,N,N
22,77,16,7,110,m,M,m,m,10,1009.2,1033.6,1032.5,0,13,NC,N,N
21,77,15,7,120,m,M,m,m,10,1008.5,1032.8,1031.8,0,12,NC,N,N
24,74,17,7,130,m,M,m,m,10,1008.2,1032.4,1031.5,0,16,NC,N,N
25,74,18,3,110,m,M,m,m,10,1007.2,1031.5,1030.5,0,NC,NC,N,N
26,74,19,7,120,m,12000,m,m,10,1006.5,1030.5,1029.8,0,18,NC,N,N
27,71,19,9,130,m,M,m,m,10,1005.8,1030.1,1029.1,0,18,NC,N,N
26,74,19,8,130,m,M,m,m,10,1005.2,1029.3,1028.4,0,18,NC,N,N
26,74,19,6,140,m,2700,m,m,10,1004.5,1028.6,1027.8,0,19,NC,N,N
26,71,18,8,140,m,2700,m,m,10,1003.5,1027.8,1026.8,0,18,NC,N,N
27,74,20,9,140,m,2300,m,m,10,1003.2,1027.2,1026.4,0,18,NC,N,N
29,71,21,9,150,m,2300,m,m,9,1002.2,1026.3,1025.4,0,21,NC,Y,N
31,72,23,11,170,m,9000,18000,m,8,1001.5,1025.7,1024.7,0,22,NC,Y,N
34,72,26,11,170,m,19000,m,m,8,1000.5,1024.7,1023.7,0,26,NC,Y,N
39,72,31,10,180,m,1700,19000,m,9,1000.2,1024.1,1023.4,0,32,NC,Y,N
41,73,33,16,200,24,1700,15000,m,10,998.9,1022.6,1022,0,33,NC,Y,N
41,70,32,16,200,25,1700,18000,m,10,997.9,1021.7,1021,0,33,NC,Y,N
42,70,33,16,210,26,1700,15000,m,10,997.2,1020.8,1020.3,0,34,NC,Y,N
42,70,33,18,200,23,1700,15000,m,10,996.2,1019.9,1019.3,0,34,NC,Y,N
42,70,33,15,200,23,8500,15000,m,10,995.5,1019.3,1018.6,0,34,NC,Y,N
43,67,33,8,180,m,15000,m,m,10,995.2,1018.9,1018.3,0,38,NC,Y,N
43,67,33,10,190,m,7000,m,m,10,994.9,1018.6,1017.9,0,37,NC,N,N
43,67,33,10,190,m,7500,m,m,10,994.5,1018.3,1017.6,0,37,NC,N,N
44,62,32,13,200,m,6500,m,m,10,994.5,1018.2,1017.6,0,38,NC,N,N
44,70,35,11,210,m,6000,m,m,10,994.9,1018.4,1017.9,0,38,NC,N,N
45,70,36,14,220,m,5000,m,m,10,994.5,1018.1,1017.6,0,39,NC,N,N
45,70,36,11,240,m,5000,m,m,10,994.2,1017.7,1017.3,0,39,NC,N,N
43,73,35,8,270,m,11000,m,m,10,994.2,1017.5,1017.3,0,38,NC,N,N
41,75,34,3,290,m,11000,m,m,10,993.9,1017.3,1016.9,0,NC,NC,N,N
41,73,33,0,0,m,11000,m,m,10,993.5,1017.1,1016.6,0,NC,NC,N,N
40,76,33,3,360,m,10000,m,m,9,993.5,1017.1,1016.6,0,NC,NC,N,N
39,75,32,5,30,m,10000,m,m,8,993.9,1017.3,1016.9,0,35,NC,N,N
38,78,32,5,350,m,9000,m,m,7,993.9,1017.5,1016.9,0,34,NC,N,N
38,75,31,6,360,m,9000,11000,m,8,994.5,1017.9,1017.6,0,33,NC,N,N
36,78,30,6,360,m,10000,m,m,8,994.9,1018.4,1017.9,0,31,NC,N,N
36,75,29,5,360,m,2700,m,m,7,995.2,1018.7,1018.3,0,32,NC,Y,N
36,78,30,3,10,m,3400,18000,m,5,995.5,1019.1,1018.6,0,NC,NC,Y,N
37,78,31,3,30,m,17000,m,m,5,995.5,1019,1018.6,0,NC,NC,Y,N
39,72,31,5,30,m,4100,m,m,6,995.9,1019.3,1019,0,35,NC,Y,N
40,69,31,0,0,m,4300,m,m,6,995.5,1019,1018.6,0,NC,NC,Y,N
42,57,28,5,340,m,4500,m,m,10,994.9,1018.4,1017.9,0,39,NC,Y,N
43,52,27,9,330,m,4500,m,m,10,994.2,1017.7,1017.3,0,38,NC,Y,N
42,46,23,8,10,m,4500,m,m,10,994.2,1017.7,1017.3,0,37,NC,Y,N
40,67,30,6,330,m,4500,m,m,9,993.9,1017.6,1016.9,0,36,NC,Y,N
40,62,28,3,330,m,4500,m,m,10,993.9,1017.6,1016.9,0,NC,NC,Y,N
39,66,29,3,360,m,4300,m,m,10,994.2,1017.7,1017.3,0,NC,NC,N,N
39,66,29,3,10,m,4100,m,m,10,994.2,1017.7,1017.3,0,NC,NC,N,N
38,67,28,0,0,m,4100,m,m,10,993.9,1017.4,1016.9,0,NC,NC,N,N
38,59,25,3,40,m,4100,m,m,10,993.9,1017.6,1016.9,0,NC,NC,N,N
37,59,24,0,0,m,4300,m,m,10,993.9,1017.3,1016.9,0,NC,NC,N,N
36,61,24,0,0,m,4500,m,m,10,993.2,1016.9,1016.3,0,NC,NC,N,N
34,75,27,0,0,m,4500,m,m,10,992.9,1016.5,1015.9,0,NC,NC,N,N
35,69,26,0,0,m,4500,m,m,10,992.2,1015.7,1015.2,0,NC,NC,N,N
34,72,26,0,0,m,3600,4700,m,10,991.9,1015.5,1014.9,0,NC,NC,N,N
34,69,25,0,0,m,4900,m,m,10,992.2,1015.7,1015.2,0,NC,NC,N,N
33,71,25,3,110,m,3700,5000,m,10,991.9,1015.5,1014.9,0,NC,NC,N,N
31,78,25,5,110,m,5000,m,m,10,991.6,1015.1,1014.6,0,26,NC,N,N
32,81,27,7,120,m,13000,m,m,8,991.2,1014.7,1014.2,0,25,NC,N,N
32,81,27,5,120,m,13000,m,m,7,991.2,1014.8,1014.2,0,27,NC,N,N
29,88,26,0,0,m,13000,m,m,6,991.2,1014.7,1014.2,0,NC,NC,Y,N
30,88,27,5,120,m,22000,m,m,4,991.2,1014.7,1014.2,0,25,NC,Y,N
35,78,29,9,130,m,22000,m,m,6,990.6,1014.2,1013.5,0,28,NC,Y,N
37,72,29,7,140,m,22000,m,m,10,990.2,1013.8,1013.2,0,32,NC,Y,N
39,64,28,6,140,m,3600,22000,m,10,990.2,1013.6,1013.2,0,35,NC,Y,N
40,52,24,0,0,m,3600,22000,m,10,989.6,1013.1,1012.5,0,NC,NC,Y,N
41,52,25,5,110,m,3700,22000,m,10,989.2,1012.5,1012.2,0,38,NC,Y,N
41,52,25,6,120,m,3700,15000,m,10,988.6,1011.9,1011.5,0,37,NC,Y,N
40,54,25,7,80,m,3500,14000,20000,10,988.2,1011.8,1011.2,0,35,NC,Y,N
38,61,26,6,80,m,4000,14000,20000,10,988.2,1011.8,1011.2,0,33,NC,Y,N
36,64,25,3,70,m,4000,15000,20000,10,988.2,1011.7,1011.2,0,NC,NC,N,N
33,69,24,5,80,m,16000,24000,m,10,988.2,1011.9,1011.2,0,28,NC,N,N
32,69,23,7,70,m,24000,m,m,10,988.6,1012.3,1011.5,0,25,NC,N,N
33,66,23,6,90,m,25000,m,m,10,988.9,1012.5,1011.9,0,27,NC,N,N
32,65,22,8,90,m,6000,23000,m,10,988.6,1011.9,1011.5,0,25,NC,N,N
32,65,22,8,90,m,6000,24000,m,10,988.2,1011.8,1011.2,0,25,NC,N,N
33,63,22,10,100,m,6000,m,m,10,988.6,1012.1,1011.5,0,25,NC,N,N
33,63,22,9,110,m,6000,8500,m,10,988.2,1011.8,1011.2,0,25,NC,N,N
34,58,21,8,100,m,7000,m,m,10,988.2,1011.5,1011.2,0,27,NC,N,N
34,60,22,10,100,m,4400,5000,m,10,988.2,1011.5,1011.2,0,26,NC,N,N
33,69,24,14,100,m,3500,m,m,9,987.2,1010.6,1010.2,0,23,NC,N,N
32,75,25,14,110,23,2600,m,m,6,986.6,1010.2,1009.5,0,22,NC,N,N
33,75,26,15,100,m,2200,m,m,10,986.2,1009.8,1009.1,0,23,NC,N,N
32,81,27,15,110,m,1800,m,m,7,986.6,1010,1009.5,0,22,NC,N,N
32,85,28,13,90,m,1200,1800,m,5,986.6,1010,1009.5,0,22,NC,Y,N
33,84,29,11,100,m,1000,m,m,6,986.6,1010.3,1009.5,0,24,NC,Y,N
33,84,29,13,100,m,1000,m,m,3,986.9,1010.4,1009.8,0,24,NC,Y,N
34,85,30,13,110,m,800,m,m,2,986.9,1010.6,1009.8,0,25,NC,Y,N
34,85,30,13,110,m,1000,m,m,4,986.6,1010.1,1009.5,0,25,NC,Y,N
35,84,31,10,100,m,800,m,m,3,986.2,1009.6,1009.1,0.01,27,NC,Y,N
35,88,32,9,80,m,600,m,m,5,985.6,1008.9,1008.5,0,28,NC,Y,N
35,84,31,10,80,m,600,m,m,6,985.2,1008.8,1008.1,0,27,NC,Y,N
35,84,31,8,80,m,600,m,m,3,985.6,1009.2,1008.5,0.06,28,NC,Y,N
36,86,32,9,100,m,600,m,m,2,985.2,M,1008.1,0.18,29,NC,Y,N
36,85,32,10,110,m,600,1300,m,2,985.2,1008.7,1008.1,0,29,NC,N,N
35,88,32,8,90,m,600,m,m,8,985.2,1008.7,1008.1,0,28,NC,N,N
36,85,32,6,120,m,600,m,m,5,985.6,1009,1008.5,0.03,31,NC,N,N
36,89,33,8,100,m,600,m,m,6,985.6,1009,1008.5,0.08,30,NC,N,N
36,89,33,9,110,m,600,m,m,6,985.9,1009.3,1008.8,0.05,29,NC,N,N
36,92,34,10,120,m,600,m,m,4,985.9,1009.4,1008.8,0.01,29,NC,N,N
36,92,34,11,100,m,400,m,m,4,985.6,1009,1008.5,0,28,NC,N,N
37,86,34,7,110,m,400,m,m,1,985.2,M,1008.1,m,32,NC,N,N
37,92,35,6,90,m,200,m,m,1,985.9,1009.2,1008.8,0,32,NC,N,N
37,92,35,6,100,m,200,m,m,1,986.6,1010.2,1009.5,0,32,NC,N,N
37,92,35,8,90,m,200,m,m,1,986.2,1009.7,1009.1,0,31,NC,N,N
37,92,35,7,100,m,200,m,m,1,986.6,1009.9,1009.5,0,32,NC,N,N
37,92,35,6,110,m,200,m,m,1,986.2,1009.7,1009.1,0,32,NC,N,N
37,93,36,8,110,m,200,m,m,2,986.2,M,1009.1,m,31,NC,N,N
38,92,36,8,110,m,200,m,m,1,985.9,1009.5,1008.8,0,32,NC,Y,N
40,89,37,11,100,m,400,m,m,1,985.6,1009,1008.5,0,33,NC,Y,N
41,92,39,13,110,m,400,m,m,1,984.9,1008.4,1007.8,0,34,NC,Y,N
43,88,40,10,110,m,400,m,m,1,984.9,1008.2,1007.8,0,37,NC,Y,N
45,89,42,10,110,m,400,m,m,1,983.9,1007,1006.8,0,40,NC,Y,N
46,89,43,7,120,m,400,m,m,1,983.6,1006.9,1006.4,0,42,NC,Y,N
46,92,44,10,100,m,200,m,m,0,981.9,1005.2,1004.7,0,41,NC,Y,N
48,87,45,9,120,m,200,400,m,1,980.9,M,1003.7,m,44,NC,Y,N
49,89,46,13,110,m,600,m,m,1,979.6,1002.9,1002.4,0.02,NC,NC,Y,N
49,89,46,10,120,m,400,m,m,1,979.3,1002.3,1002,0.02,NC,NC,Y,N
50,89,47,13,120,m,400,m,m,1,978.6,1001.5,1001.4,0.01,NC,NC,N,N
52,89,49,14,150,21,400,m,m,1,977.9,1000.9,1000.7,0,NC,NC,N,N
54,93,52,14,160,m,1300,1900,4700,5,976.9,M,999.7,m,NC,NC,N,N
58,80,52,20,180,26,1400,2100,3800,8,976.6,999.5,999.3,0,NC,NC,N,N
55,83,50,21,190,32,1600,4000,5000,6,976.9,999.9,999.7,0.01,NC,NC,N,N
53,82,48,23,200,33,4700,25000,m,6,977.6,1000.3,1000.3,0,NC,NC,N,N
53,79,47,18,220,M,4300,m,m,7,977.3,1000.3,1000,0,NC,NC,N,N
50,79,44,17,240,29,2500,3000,3900,9,978.6,1001.6,1001.4,0,NC,NC,N,N
47,76,40,16,240,25,3200,m,m,10,979.6,1002.8,1002.4,0,41,NC,N,N
44,76,37,16,240,26,1400,m,m,10,980.3,1003.4,1003,0,37,NC,N,N
42,72,34,20,250,26,2000,m,m,10,982.2,1005.2,1005.1,0,33,NC,N,N
40,69,31,16,250,25,1800,m,m,10,982.6,1005.8,1005.4,0,32,NC,N,N
38,72,30,15,240,M,1800,m,m,10,983.9,1007,1006.8,0,29,NC,N,N
37,72,29,17,240,M,2000,m,m,10,984.9,1008,1007.8,0,27,NC,N,N
37,69,28,16,250,25,1600,2500,m,10,985.9,1009.1,1008.8,0,28,NC,Y,N
36,66,26,21,250,26,2300,3000,m,10,986.9,1010.1,1009.8,0,25,NC,Y,Y
35,61,23,14,260,29,2600,3200,7500,10,988.2,1011.4,1011.2,0,26,NC,Y,Y
34,63,23,16,260,31,2400,2900,m,10,989.6,1012.7,1012.5,0,24,NC,Y,N
34,58,21,20,270,M,2800,m,m,10,990.2,1013.4,1013.2,0,23,NC,Y,N
34,58,21,17,270,M,2600,m,m,10,990.6,1013.8,1013.5,0,23,NC,Y,N
34,55,19,18,280,25,2400,m,m,10,991.2,M,1014.2,m,23,NC,Y,N
31,60,19,17,290,m,2600,m,m,10,991.9,1015.4,1014.9,0,20,NC,Y,N
30,60,18,14,280,20,2800,m,m,10,992.9,1016.6,1015.9,0,19,NC,Y,N
30,58,17,13,290,m,2800,m,m,10,993.9,1017.7,1016.9,0,20,NC,Y,N
30,58,17,11,260,m,2800,m,m,10,994.2,1018,1017.3,0,21,NC,N,N
30,58,17,15,280,20,2800,m,m,10,995.2,1019,1018.3,0,19,NC,N,N
30,58,17,17,270,23,3000,m,m,10,996.5,1020.4,1019.6,0,18,NC,N,N
29,60,17,16,290,23,3000,m,m,10,996.9,1020.7,1020,0,17,NC,N,N
28,60,16,15,300,22,2800,m,m,10,997.2,1021.2,1020.3,0,16,NC,N,N
27,60,15,11,310,22,2800,m,m,10,997.9,1021.7,1021,0,17,NC,N,N
27,62,16,10,310,m,2600,m,m,10,998.5,1022.3,1021.7,0,18,NC,N,N
27,60,15,10,300,m,2600,m,m,10,999.9,1023.8,1023,0,18,NC,N,N
26,62,15,14,320,20,2600,m,m,10,998.9,1022.9,1022,0,14,NC,N,N
25,65,15,13,330,m,2400,m,m,10,999.5,1023.5,1022.7,0,13,NC,N,N
24,61,13,9,320,m,2400,m,m,10,1000.2,1024.2,1023.4,0,14,NC,N,N
24,64,14,13,320,m,2400,m,m,10,1000.2,1024.4,1023.4,0,12,NC,N,N
24,61,13,14,320,20,2200,m,m,10,1000.5,1024.6,1023.7,0,12,NC,N,N
23,64,13,10,310,m,2400,m,m,10,1001.5,1025.7,1024.7,0,13,NC,N,N
23,64,13,13,330,m,2200,m,m,9,1001.9,1026.1,1025.1,0,11,NC,Y,N
